threshold,precision_unsafe,recall_unsafe,f1_unsafe,accuracy
0.0,0.49719101123595505,1.0,0.6641651031894934,0.49719101123595505
0.005,0.6679245283018868,1.0,0.8009049773755657,0.7528089887640449
0.01,0.7283950617283951,1.0,0.8428571428571429,0.8146067415730337
0.015,0.759656652360515,1.0,0.8634146341463415,0.8426966292134831
0.02,0.7763157894736842,1.0,0.8740740740740741,0.8567415730337079
0.025,0.7866666666666666,1.0,0.8805970149253731,0.8651685393258427
0.03,0.8082191780821918,1.0,0.8939393939393939,0.8820224719101124
0.035,0.8194444444444444,1.0,0.9007633587786259,0.8904494382022472
0.04,0.8194444444444444,1.0,0.9007633587786259,0.8904494382022472
0.045,0.8232558139534883,1.0,0.9030612244897959,0.8932584269662921
0.05,0.8309859154929577,1.0,0.9076923076923077,0.898876404494382
0.055,0.8509615384615384,1.0,0.9194805194805195,0.9129213483146067
0.06,0.855072463768116,1.0,0.921875,0.9157303370786517
0.065,0.8592233009708737,1.0,0.9242819843342036,0.9185393258426966
0.07,0.8762376237623762,1.0,0.9340369393139841,0.9297752808988764
0.075,0.8805970149253731,1.0,0.9365079365079365,0.9325842696629213
0.08,0.8805970149253731,1.0,0.9365079365079365,0.9325842696629213
0.085,0.8894472361809045,1.0,0.9414893617021277,0.9382022471910112
0.09,0.9076923076923077,1.0,0.9516129032258065,0.949438202247191
0.095,0.9076923076923077,1.0,0.9516129032258065,0.949438202247191
0.1,0.9076923076923077,1.0,0.9516129032258065,0.949438202247191
0.105,0.9123711340206185,1.0,0.954177897574124,0.952247191011236
0.11,0.9123711340206185,1.0,0.954177897574124,0.952247191011236
0.115,0.9123711340206185,1.0,0.954177897574124,0.952247191011236
0.12,0.917098445595855,1.0,0.9567567567567568,0.9550561797752809
0.125,0.921875,1.0,0.959349593495935,0.9578651685393258
0.13,0.921875,1.0,0.959349593495935,0.9578651685393258
0.135,0.921875,1.0,0.959349593495935,0.9578651685393258
0.14,0.921875,1.0,0.959349593495935,0.9578651685393258
0.145,0.921875,1.0,0.959349593495935,0.9578651685393258
0.15,0.921875,1.0,0.959349593495935,0.9578651685393258
0.155,0.921875,1.0,0.959349593495935,0.9578651685393258
0.16,0.921875,1.0,0.959349593495935,0.9578651685393258
0.165,0.9315789473684211,1.0,0.9645776566757494,0.9634831460674157
0.17,0.9414893617021277,1.0,0.9698630136986301,0.9691011235955056
0.17500000000000002,0.9414893617021277,1.0,0.9698630136986301,0.9691011235955056
0.18,0.946524064171123,1.0,0.9725274725274725,0.9719101123595506
0.185,0.9516129032258065,1.0,0.9752066115702479,0.9747191011235955
0.19,0.9516129032258065,1.0,0.9752066115702479,0.9747191011235955
0.195,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.2,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.20500000000000002,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.21,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.215,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.22,0.9567567567567568,1.0,0.9779005524861878,0.9775280898876404
0.225,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.23,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.23500000000000001,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.24,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.245,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.25,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.255,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.26,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.265,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.27,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.275,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.28,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.28500000000000003,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.29,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.295,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.3,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.305,0.9619565217391305,1.0,0.9806094182825484,0.9803370786516854
0.31,0.9672131147540983,1.0,0.9833333333333333,0.9831460674157303
0.315,0.9672131147540983,1.0,0.9833333333333333,0.9831460674157303
0.32,0.9672131147540983,1.0,0.9833333333333333,0.9831460674157303
0.325,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.33,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.335,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.34,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.34500000000000003,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.35000000000000003,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.355,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.36,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.365,0.9725274725274725,1.0,0.9860724233983287,0.9859550561797753
0.37,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.375,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.38,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.385,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.39,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.395,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.4,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.405,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.41000000000000003,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.41500000000000004,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.42,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.425,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.43,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.435,0.9779005524861878,1.0,0.9888268156424581,0.9887640449438202
0.44,0.9833333333333333,1.0,0.9915966386554622,0.9915730337078652
0.445,0.9833333333333333,1.0,0.9915966386554622,0.9915730337078652
0.45,0.9833333333333333,1.0,0.9915966386554622,0.9915730337078652
0.455,0.9833333333333333,1.0,0.9915966386554622,0.9915730337078652
0.46,0.9833333333333333,1.0,0.9915966386554622,0.9915730337078652
0.465,0.9832402234636871,0.9943502824858758,0.9887640449438202,0.9887640449438202
0.47000000000000003,0.9832402234636871,0.9943502824858758,0.9887640449438202,0.9887640449438202
0.47500000000000003,0.9832402234636871,0.9943502824858758,0.9887640449438202,0.9887640449438202
0.48,0.9832402234636871,0.9943502824858758,0.9887640449438202,0.9887640449438202
0.485,0.9832402234636871,0.9943502824858758,0.9887640449438202,0.9887640449438202
0.49,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.495,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.5,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.505,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.51,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.515,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.52,0.9831460674157303,0.9887005649717514,0.9859154929577465,0.9859550561797753
0.525,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.53,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.535,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.54,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.545,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.55,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.555,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.56,0.9830508474576272,0.9830508474576272,0.9830508474576272,0.9831460674157303
0.5650000000000001,0.9829545454545454,0.9774011299435028,0.9801699716713881,0.9803370786516854
0.5700000000000001,0.9829545454545454,0.9774011299435028,0.9801699716713881,0.9803370786516854
0.5750000000000001,0.9828571428571429,0.9717514124293786,0.9772727272727273,0.9775280898876404
0.58,0.9828571428571429,0.9717514124293786,0.9772727272727273,0.9775280898876404
0.585,0.9828571428571429,0.9717514124293786,0.9772727272727273,0.9775280898876404
0.59,0.9827586206896551,0.9661016949152542,0.9743589743589743,0.9747191011235955
0.595,0.9827586206896551,0.9661016949152542,0.9743589743589743,0.9747191011235955
0.6,0.9827586206896551,0.9661016949152542,0.9743589743589743,0.9747191011235955
0.605,0.9884393063583815,0.9661016949152542,0.9771428571428571,0.9775280898876404
0.61,0.9884393063583815,0.9661016949152542,0.9771428571428571,0.9775280898876404
0.615,0.9884393063583815,0.9661016949152542,0.9771428571428571,0.9775280898876404
0.62,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.625,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.63,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.635,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.64,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.645,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.65,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.655,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.66,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.665,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.67,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.675,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.68,0.9941860465116279,0.9661016949152542,0.9799426934097422,0.9803370786516854
0.685,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.6900000000000001,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.6950000000000001,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.7000000000000001,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.705,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.71,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.715,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.72,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.725,1.0,0.9661016949152542,0.9827586206896551,0.9831460674157303
0.73,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.735,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.74,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.745,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.75,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.755,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.76,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.765,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.77,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.775,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.78,1.0,0.96045197740113,0.9798270893371758,0.9803370786516854
0.785,1.0,0.9548022598870056,0.976878612716763,0.9775280898876404
0.79,1.0,0.943502824858757,0.9709302325581395,0.9719101123595506
0.795,1.0,0.943502824858757,0.9709302325581395,0.9719101123595506
0.8,1.0,0.943502824858757,0.9709302325581395,0.9719101123595506
0.805,1.0,0.943502824858757,0.9709302325581395,0.9719101123595506
0.81,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.8150000000000001,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.8200000000000001,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.8250000000000001,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.8300000000000001,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.835,1.0,0.9378531073446328,0.967930029154519,0.9691011235955056
0.84,1.0,0.9322033898305084,0.9649122807017544,0.9662921348314607
0.845,1.0,0.9322033898305084,0.9649122807017544,0.9662921348314607
0.85,1.0,0.9322033898305084,0.9649122807017544,0.9662921348314607
0.855,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.86,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.865,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.87,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.875,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.88,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.885,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.89,1.0,0.9265536723163842,0.9618768328445748,0.9634831460674157
0.895,1.0,0.9209039548022598,0.9588235294117647,0.9606741573033708
0.9,1.0,0.9152542372881356,0.9557522123893806,0.9578651685393258
0.905,1.0,0.903954802259887,0.9495548961424333,0.952247191011236
0.91,1.0,0.8983050847457628,0.9464285714285714,0.949438202247191
0.915,1.0,0.8983050847457628,0.9464285714285714,0.949438202247191
0.92,1.0,0.8983050847457628,0.9464285714285714,0.949438202247191
0.925,1.0,0.8870056497175142,0.9401197604790419,0.9438202247191011
0.93,1.0,0.8757062146892656,0.9337349397590361,0.9382022471910112
0.935,1.0,0.8700564971751412,0.9305135951661632,0.9353932584269663
0.9400000000000001,1.0,0.8361581920903954,0.9107692307692308,0.9185393258426966
0.9450000000000001,1.0,0.8305084745762712,0.9074074074074074,0.9157303370786517
0.9500000000000001,1.0,0.8248587570621468,0.9040247678018576,0.9129213483146067
0.9550000000000001,1.0,0.8022598870056498,0.890282131661442,0.901685393258427
0.96,1.0,0.7966101694915254,0.8867924528301887,0.898876404494382
0.965,1.0,0.7853107344632768,0.879746835443038,0.8932584269662921
0.97,1.0,0.751412429378531,0.8580645161290322,0.8764044943820225
0.975,1.0,0.751412429378531,0.8580645161290322,0.8764044943820225
0.98,1.0,0.7005649717514124,0.8239202657807309,0.851123595505618
0.985,1.0,0.6779661016949152,0.8080808080808081,0.8398876404494382
0.99,1.0,0.6497175141242938,0.7876712328767124,0.8258426966292135
0.995,1.0,0.5649717514124294,0.7220216606498195,0.7837078651685393
1.0,1.0,0.22598870056497175,0.3686635944700461,0.6151685393258427
